organisation_slug,organisation_name,member_name,member_location,member_type,member_website,source_url
aoc,Association of Colleges (AoC),Goole College,Yorkshire & Humberside,Member,https://www.goole-college.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Grantham College,East Midlands,Member,http://www.grantham.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Greater Brighton Metropolitan College,South East,Member,http://www.gbmc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Greater Brighton Metropolitan College,South East,Member,http://www.gbmc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Greenwich Community College,Greater London,Member,http://www.gcc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Grimsby Institute of Further & Higher Education,Yorkshire & Humberside,Member,http://www.grimsby.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Guildford College,South East,Member,http://www.guildford.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hackney Campus,Greater London,Member,https://www.ncclondon.ac.uk/hackney-campus,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hackney Campus,Greater London,Member,https://www.ncclondon.ac.uk/hackney-campus,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hadlow College,South East,Member,https://www.hadlow.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Halesowen College,West Midlands,Member,https://www.halesowen.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Halesowen College,West Midlands,Member,https://www.halesowen.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Haringey Sixth Form College,Greater London,Member,https://www.haringey6.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Haringey Sixth Form College,Greater London,Member,https://www.haringey6.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Harlow College,East,Member,http://www.harlow-college.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Harlow College,,Member,http://www.harlow-college.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Harlow College,East,Member,http://www.harlow-college.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Harrogate College,Yorkshire & Humberside,Member,http://www.harrogate.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Harrow College,Greater London,Member,https://www.harrow.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Harrow College,Greater London,Member,https://www.harrow.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hartlepool College of Further Education,North East,Member,http://www.hartlepoolfe.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hartpury College,South West,Member,http://www.hartpury.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hartpury College,South West,Member,http://www.hartpury.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Havant and South Downs College,South East,Member,http://www.hsdc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Havant and South Downs College (HSDC),South East,Member,http://www.hsdc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Havering College of Further and Higher Education,Greater London,Member,https://www.ncclondon.ac.uk/ardleigh-green-campus,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Havering College of Further and Higher Education,Greater London,Member,https://www.ncclondon.ac.uk/ardleigh-green-campus,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Havering Sixth Form College,Greater London,Member,https://www.ncclondon.ac.uk/havering-sixth-form-campus,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Havering Sixth Form College,Greater London,Member,https://www.ncclondon.ac.uk/havering-sixth-form-campus,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Heart of Birmingham Vocational College,West Midlands,Member,https://hbvc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Heart of Worcestershire College,West Midlands,Member,http://www.howcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Heart of Worcestershire College,West Midlands,Member,http://www.howcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Heart of Worcestershire College,West Midlands,Member,http://www.howcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Heart of Yorkshire Education Group,Yorkshire & Humberside,Member,https://www.selby.ac.uk/about/stronger-together,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hedley's College,North East,Member,http://www.percyhedley.org.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Henley College Coventry,West Midlands,Member,https://www.coventrycollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Henshaws Specialist College,Yorkshire & Humberside,Member,https://www.henshaws.org.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hereford College of Arts,West Midlands,Member,http://www.hca.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),"Herefordshire, Ludlow and North Shropshire College",West Midlands,Member,http://www.hlcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),"Herefordshire, Ludlow and North Shropshire College",West Midlands,Member,http://www.hlcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hereward College,West Midlands,Member,http://www.hereward.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hereward College,West Midlands,Member,http://www.hereward.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hertford Regional College,East,Member,http://www.hrc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Highbury College,South East,Member,http://www.highbury.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Highlands College,South West,Member,http://www.highlands.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hillcroft College,Greater London,Member,http://www.hillcroft.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Holy Cross College,North West,Member,http://www.holycross.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Holy Cross College,North West,Member,http://www.holycross.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Homefield College,East Midlands,Member,http://www.homefieldcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hopwood Hall College,North West,Member,http://www.hopwood.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hopwood Hall College,North West,Member,http://www.hopwood.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hopwood Hall College,North West,Member,http://www.hopwood.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),"HRUC (Harrow, Richmond & Uxbridge Colleges)",Greater London,Member,https://www.hruc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),"HRUC - Harrow, Richmond & Uxbridge Colleges",Greater London,Member,https://www.hruc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),"HRUC - Harrow, Richmond & Uxbridge Colleges",Greater London,Member,https://www.hruc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hugh Baird College,North West,Member,http://www.hughbaird.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hugh Baird College,North West,Member,http://www.hughbaird.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Hull College,Yorkshire & Humberside,Member,http://www.hull-college.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Huntingdonshire Regional College,East,Member,http://www.huntingdon.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Inspire Education Group,East,Member,http://www.ieg.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Inspire Education Group,East Midlands,Member,http://www.ieg.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Isle of Wight College,South East,Member,http://www.iwcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Itchen College,South East,Member,http://www.itchen.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Itchen College,South East,Member,http://www.itchen.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),John Leggott College,Yorkshire & Humberside,Member,http://www.leggott.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),John Ruskin College,,Member,http://www.johnruskin.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),John Ruskin College,Greater London,Member,http://www.johnruskin.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Joseph Chamberlain Sixth Form College,West Midlands,Member,http://www.jcc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Keighley College,Yorkshire & Humberside,Member,https://www.keighleycollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Kendal College,North West,Member,http://www.kendal.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Kendal College,North West,Member,http://www.kendal.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Kidderminster College,West Midlands,Member,http://www.kidderminster.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Kingston College,Greater London,Member,https://www.kingston-college.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Kingston College,Greater London,Member,https://www.kingston-college.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Kingston Maurward College,South West,Member,https://www.kmc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Kirklees College,Yorkshire & Humberside,Member,http://www.kirkleescollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Kirklees College,Yorkshire & Humberside,Member,http://www.kirkleescollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Knowsley Community College,North West,Member,http://www.knowsleycollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Lakes College West Cumbria,North West,Member,http://www.lcwc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Lancaster and Morecambe College,North West,Member,http://www.lmc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Lancaster and Morecambe College,North West,Member,http://www.lmc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Langdon College,North West,Member,https://langdoncollege.org,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Langley College,South East,Member,https://www.windsor-forest.ac.uk/langley-college,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Leeds City College,Yorkshire & Humberside,Member,http://www.leedscitycollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Leeds City College,Yorkshire & Humberside,Member,http://www.leedscitycollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Leeds City College,Yorkshire & Humberside,Member,http://www.leedscitycollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Leicester College,East Midlands,Member,http://www.leicestercollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Leicester College,East Midlands,Member,http://www.leicestercollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Lewisham College,Greater London,Member,https://www.lscollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Lewisham College,Greater London,Member,https://www.lscollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Lewisham College,Greater London,Member,https://www.lscollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Leyton Sixth Form College,Greater London,Member,http://www.leyton.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Leyton Sixth Form College,Greater London,Member,http://www.leyton.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Leyton Sixth Form College,Greater London,Member,http://www.leyton.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Lincoln College,East Midlands,Member,http://www.lincolncollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Lincoln College,East Midlands,Member,http://www.lincolncollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Linkage College of Further Education,East Midlands,Member,http://www.linkage.org.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Linkage College of Further Education,East Midlands,Member,http://www.linkage.org.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),London South East Colleges,Greater London,Member,https://www.lsec.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),London South East Colleges,Greater London,Member,https://www.lsec.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),London South East Colleges,Greater London,Member,https://www.lsec.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Long Road Sixth Form College,East,Member,http://www.longroad.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Loreto Sixth Form College,North West,Member,http://www.loreto.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Loughborough College Group,East Midlands,Member,http://www.loucoll.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Loughborough College Group,East Midlands,Member,http://www.loucoll.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Lowestoft Sixth Form College,East,Member,http://www.lowestoftsfc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Ludlow College,West Midlands,Member,http://www.ludlow-college.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Luminate Education Group,Yorkshire & Humberside,Member,https://luminate.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Luton Sixth Form College,East,Member,http://www.lutonsfc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Macclesfield College,North West,Member,http://www.macclesfield.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Mary Ward Centre,Greater London,Member,http://www.marywardcentre.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Mary Ward Centre,,Member,http://www.marywardcentre.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Mary Ward Centre,Greater London,Member,http://www.marywardcentre.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),"Merrist Wood College, Guildford",South East,Member,http://www.merristwood.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Merton College,Greater London,Member,https://stcg.ac.uk/merton-college,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Merton College,Greater London,Member,https://stcg.ac.uk/merton-college,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Mid Cheshire College,North West,Member,http://www.midchesh.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Middlesbrough College,North East,Member,http://www.mbro.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Middlesbrough College,North East,Member,http://www.mbro.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),MidKent College,South East,Member,http://www.midkent.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Milton Keynes College,South East,Member,http://www.mkcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Milton Keynes College,South East,Member,http://www.mkcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Morley College London,Greater London,Member,https://www.morleycollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Morley College London,Greater London,Member,https://www.morleycollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Morley College London - Chelsea Centre,Greater London,Member,https://www.morleycollege.ac.uk/chelsea-centre,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Morley College London - Chelsea Centre,Greater London,Member,https://www.morleycollege.ac.uk/chelsea-centre,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Moulton College,East Midlands,Member,http://www.moulton.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Moulton College,East Midlands,Member,http://www.moulton.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Moulton College,East Midlands,Member,http://www.moulton.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Myerscough College,North West,Member,http://www.myerscough.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),National Star College,South West,Member,https://www.nationalstar.org,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),NATSPEC,West Midlands,Member,,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Nelson and Colne College,North West,Member,https://www.nelson.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Nelson and Colne College,North West,Member,https://www.nelson.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),New City College,Greater London,Member,https://www.ncclondon.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),New City College,Greater London,Member,https://www.ncclondon.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),New College Durham,North East,Member,http://www.newdur.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),New College Nottingham,East Midlands,Member,http://www.ncn.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),New College Swindon,South West,Member,https://www.newcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newbury College,South East,Member,http://www.newbury-college.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newcastle and Stafford Colleges Group (NSCG),West Midlands,Member,https://www.nscg.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newcastle and Stafford Colleges Group (NSCG),West Midlands,Member,https://www.nscg.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newcastle College,North East,Member,https://www.ncl-coll.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newcastle Sixth Form College,North East,Member,http://www.newcastlesixthformcollege.co.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newcastle under Lyme College,West Midlands,Member,http://www.nulc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newcastle under Lyme College,West Midlands,Member,http://www.nulc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newham College of Further Education,Greater London,Member,http://www.newham.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newham College of Further Education,Greater London,Member,http://www.newham.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newham College of Further Education,Greater London,Member,http://www.newham.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newham Sixth Form College (NewVIc),Greater London,Member,http://www.newvic.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newham Sixth Form College (NewVIc),Greater London,Member,http://www.newvic.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Newton Rigg College,North West,Member,https://www.newtonrigg.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),North East Surrey College of Technology (NESCOT),South East,Member,http://www.nescot.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),North East Surrey College of Technology (NESCOT),South East,Member,http://www.nescot.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),North Hertfordshire College,East,Member,http://www.nhc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),North Hertfordshire College,East,Member,http://www.nhc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),North Kent College,South East,Member,https://www.northkent.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),North Kent College,South East,Member,https://www.northkent.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),North Lindsey College,Yorkshire & Humberside,Member,https://www.northlindsey.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),North Nottinghamshire College,East Midlands,Member,http://www.nnc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),North Shropshire College,West Midlands,Member,http://www.wnsc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),North Warwickshire and South Leicestershire College,West Midlands,Member,https://www.nwslc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Northampton College,East Midlands,Member,http://www.northamptoncollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Northampton College,East Midlands,Member,http://www.northamptoncollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Northbrook College Sussex,South East,Member,http://www.northbrook.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Northern College for Residential Adult Education,Yorkshire & Humberside,Member,http://www.northern.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Nottingham College,East Midlands,Member,http://www.nottinghamcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Nottingham College,East Midlands,Member,http://www.nottinghamcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Nottingham College,East Midlands,Member,http://www.nottinghamcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Oaklands College,East,Member,http://www.oaklands.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Oaklands College,,Member,http://www.oaklands.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Oaklands College,East,Member,http://www.oaklands.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Oldham College,North West,Member,http://www.oldham.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Oldham Sixth Form College,North West,Member,http://www.osfc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Orbital South Colleges,South East,Member,https://www.esc.ac.uk/Orbital-south-colleges,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Orchard Hill College,Greater London,Member,https://www.orchardhill.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Orchard Hill College,Greater London,Member,https://www.orchardhill.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Orchard Hill College,Greater London,Member,https://www.orchardhill.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
